井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
32号井,200404,S2F1-S2F1,20.1,29.21,1871,367,359,8,1.502,0.039
32号井,200405,S2F1-S2F1,20.1,30.16,1648,398,391,7,1.5411,0.0397
32号井,200406,S2F1-S2F1,20.1,29.1,1805,407,400,7,1.5811,0.0404
32号井,200407,S2F1-S2F1,20.1,30.19,1814,447,438,9,1.6249,0.0413
32号井,200408,S2F1-S2F1,20.1,30.21,,437,426,11,1.6675,0.0424
32号井,200409,S2F1-S2F1,20.1,29.2,1982,434,412,22,1.7087,0.0446
32号井,200410,S2F1-S2F1,20.1,30.21,,366,343,23,1.743,0.0469
32号井,200411,S2F1-S2F1,20.1,18.03,1873,172,166,6,1.7596,0.0475
32号井,200412,S2F1-S2F1,20.1,30.04,1895,293,207,86,1.7803,0.0561
32号井,200501,S2F1-S2F1,20.1,30.19,1875,287,278,9,1.8081,0.057
32号井,200502,S2F1-S2F1,20.1,27.04,2040,281,275,6,1.8356,0.0576
32号井,200503,S2F1-S2F1,20.1,30.21,1858,331,326,5,1.8682,0.0581
32号井,200504,S2F1-S2F1,20.1,29.17,1770,320,314,6,1.8996,0.0587
32号井,200505,S2F1-S2F1,20.1,30.09,,364,361,3,1.9357,0.059
32号井,200506,S2F1-S2F1,20.1,29.18,1635,296,292,4,1.9649,0.0594
32号井,200507,S2F1-S2F1,20.1,30.18,,309,300,9,1.9949,0.0603
32号井,200508,S2F1-S2F1,20.1,30.11,1726,349,337,12,2.0286,0.0615
32号井,200509,S2F1-S2F1,20.1,29.21,1790,324,310,14,2.0596,0.0629
32号井,200510,S2F1-S2F1,20.1,30.21,1821,333,318,15,2.0914,0.0644
32号井,200511,S2F1-S2F1,20.1,29.21,,316,305,11,2.1219,0.0655
32号井,200512,S2F1-S2F1,20.1,30.21,1953,289,277,12,2.1496,0.0667
32号井,200601,S2F2-S2F2,20.1,30.21,1907,280,267,13,2.1763,0.068
32号井,200602,S2F1-S2F1,20.1,27.22,2119,240,230,10,2.1993,0.069
32号井,200603,S2F2-S2F2,20.1,30.19,2064,228,217,11,2.221,0.0701
32号井,200604,S2F2-S2F2,20.1,4,,29,28,1,2.2238,0.0702
32号井,200605,S2F2-S2F2,20.1,26.12,,498,430,68,2.2668,0.077
32号井,200606,S2F2-S2F2,20.1,29.2,,526,494,32,2.3162,0.0802
32号井,200607,S2F2-S2F2,20.1,30.22,,346,322,24,2.3484,0.0826
32号井,200608,S2F2-S2F2,20.1,30.16,,287,271,16,2.3755,0.0842
32号井,200609,S2F2-S2F2,20.1,29.2,,278,261,17,2.4016,0.0859
32号井,200610,S2F2-S2F2,20.1,30.16,,293,275,18,2.4291,0.0877
32号井,200611,S2F2-S2F2,20.1,29.22,,276,260,16,2.4551,0.0893
32号井,200612,S2F2-S2F2,20.1,30.22,,276,263,13,2.4814,0.0906
32号井,200701,S2F2-S2F2,20.1,30.22,,284,270,14,2.5084,0.092
32号井,200702,S2F2-S2F2,20.1,27.21,,262,249,13,2.5333,0.0933
32号井,200703,S2F2-S2F2,20.1,30.22,,302,287,15,2.562,0.0948
32号井,200704,S2F2-S2F2,20.1,29.22,1886,281,267,14,2.5887,0.0962
32号井,200705,S2F2-S2F2,20.1,30.2,1966,294,279,15,2.6166,0.0977
32号井,200706,S2F2-S2F2,20.1,29.22,,287,273,14,2.6439,0.0991
32号井,200707,S2F2-S2F2,20.1,28.18,,272,258,14,2.6697,0.1005
32号井,200708,S2F2-S2F2,24.9,28.08,1121,609,145,464,2.6842,0.1469
32号井,200709,S2F2-S2F2,24.9,29.22,1217,649,131,518,2.6973,0.1987
32号井,200710,S2F2-S2F2,24.9,30.21,1390,688,113,575,2.7086,0.2562
32号井,200711,S2F2-S2F2,17.1,22.06,1260,429,64,365,2.715,0.2927
32号井,200712,S2F2-S2F2,17.1,19.12,,194,17,177,2.7167,0.3104
32号井,200801,S2F2-S2F2,17.1,25.1,,210,7,203,2.7174,0.3307
32号井,200802,S2F2-S2F2,17.1,28.22,,164,43,121,2.7217,0.3428
32号井,200803,S2F2-S2F2,17.1,30.22,,172,53,119,2.727,0.3547
32号井,200804,S2F2-S2F2,17.1,29.22,,165,56,109,2.7326,0.3656
32号井,200805,S2F2-S2F2,17.1,30.19,,145,58,87,2.7384,0.3743
32号井,200806,S2F2-S2F2,17.1,29.22,,51,21,30,2.7405,0.3773
32号井,200807,S2F2-S2F2,17.1,17.03,,42,10,32,2.7415,0.3805
32号井,200808,S2F2-S2F2,17.1,11.09,,12,7,5,2.7422,0.381
32号井,200809,S2F2-S2F2,24.9,19.09,997,437,64,373,2.7486,0.4183
32号井,200810,S2F2-S2F2,24.9,30.18,922,600,69,531,2.7555,0.4714
32号井,200811,S2F2-S2F2,24.9,29.22,985,613,70,543,2.7625,0.5257
32号井,200812,S2F2-S2F2,24.9,30.22,1019,635,33,602,2.7658,0.5859
32号井,200901,S2F2-S2F2,24.9,30.22,703,695,27,668,2.7685,0.6527
32号井,200902,S2F2-S2F2,24.9,27.22,362,604,80,524,2.7765,0.7051
32号井,200903,S2F2-S2F2,24.9,30.22,298,703,304,399,2.8069,0.745
32号井,200904,S2F2-S2F2,24.9,29.18,200,633,327,306,2.8396,0.7756
32号井,200905,S2F2-S2F2,24.9,25,190,567,287,280,2.8683,0.8036
32号井,200906,S2F2-S2F2,24.9,29.11,375,1133,422,711,2.9105,0.8747
32号井,200907,S2F2-S2F2,24.9,30.19,192,1179,461,718,2.9566,0.9465
32号井,200908,S2F2-S2F2,24.9,30.19,184,1219,408,811,2.9974,1.0276
32号井,200909,S2F2-S2F2,24.9,29.22,146,1128,311,817,3.0285,1.1093
32号井,200910,S2F2-S2F2,24.9,30.22,540,1139,324,815,3.0609,1.1908
32号井,200911,S2F2-S2F2,24.9,21.15,760,1091,237,854,3.0846,1.2762
32号井,200912,S2F2-S2F2,24.9,30.22,1190,2846,508,2338,3.1354,1.51
32号井,201001,S2F2-S2F2,24.9,31,,3030,612,2418,3.1966,1.7518
32号井,201002,S2F2-S2F2,24.9,28,,2968,592,2376,3.2558,1.9894
32号井,201003,S2F2-S2F2,24.9,31,1240,3214,642,2572,3.32,2.2466
32号井,201004,S2F2-S2F2,24.9,30,1398,2946,570,2376,3.377,2.4842
32号井,201005,S2F2-S2F2,24.9,30.22,1238,3180,493,2687,3.4263,2.7529
32号井,201006,S2F2-S2F2,24.9,29.21,1450,3020,461,2559,3.4724,3.0088
32号井,201007,S2F2-S2F2,24.9,30.18,1260,3038,438,2600,3.5162,3.2688
32号井,201008,S2F2-S2F2,24.9,30.2,1180,3195,426,2769,3.5588,3.5457
32号井,201009,S2F2-S2F2,24.9,29.17,988,3108,366,2742,3.5954,3.8199
32号井,201010,S2F2-S2F2,24.9,30.13,995,3450,366,3084,3.632,4.1283
32号井,201011,S2F2-S2F2,24.9,30,987,3455,398,3057,3.6718,4.434
32号井,201012,S2F2-S2F2,24.9,30.19,,3364,415,2949,3.7133,4.7289
32号井,201101,S2F2-S2F2,24.9,31,,3170,391,2779,3.7524,5.0068
32号井,201102,S2F2-S2F2,24.9,28,,3043,373,2670,3.7897,5.2738
32号井,201103,S2F2-S2F2,24.9,31,919,3274,385,2889,3.8282,5.5627
32号井,201104,S2F2-S2F2,24.9,30,904,3333,323,3010,3.8605,5.8637
32号井,201105,S2F2-S2F2,24.9,30.2,957,3595,320,3275,3.8925,6.1912
32号井,201106,S2F2-S2F2,24.9,29.17,856,3466,315,3151,3.924,6.5063
32号井,201107,S2F2-S2F2,24.9,30.22,912,3646,337,3309,3.9577,6.8372
32号井,201108,S2F2-S2F2,24.9,30.18,813,3590,336,3254,3.9913,7.1626
32号井,201109,S2F2-S2F2,24.9,29.22,870,3510,330,3180,4.0243,7.4806
32号井,201110,S2F2-S2F2,24.9,31,908,3699,322,3377,4.0565,7.8183
32号井,201111,S2F2-S2F2,24.9,29.2,876,3503,301,3202,4.0866,8.1385
32号井,201112,S2F2-S2F2,24.9,28.14,,3417,255,3162,4.1121,8.4547
32号井,201201,S2F2-S2F2,24.9,31,,4060,300,3760,4.1421,8.8307
32号井,201202,S2F2-S2F2,24.9,29,,3711,261,3450,4.1682,9.1757
32号井,201203,S2F2-S2F2,24.9,31,,3934,249,3685,4.1931,9.5442
32号井,201204,S2F2-S2F2,24.9,29.12,,3674,230,3444,4.2161,9.8886
32号井,201205,S2F2-S2F2,24.9,31,,3799,248,3551,4.2409,10.2437
32号井,201206,S2F2-S2F2,24.9,29.2,,3587,239,3348,4.2648,10.5785
32号井,201207,S2F2-S2F2,24.9,30.13,,3734,215,3519,4.2863,10.9304
32号井,201208,S2F2-S2F2,24.9,31,,3793,193,3600,4.3056,11.2904
32号井,201209,S2F2-S2F2,24.9,30,,3671,186,3485,4.3242,11.6389
32号井,201210,S2F2-S2F2,24.9,31,,3746,183,3563,4.3425,11.9952
32号井,201211,S2F2-S2F2,24.9,29.18,,3359,167,3192,4.3592,12.3144
32号井,201212,S2F2-S2F2,24.9,31,,2998,146,2852,4.3738,12.5996
32号井,201301,S2F2-S2F2,24.9,28.03,,3858,161,3697,4.3899,12.9693
32号井,201302,S2F2-S2F2,24.9,28,,3930,181,3749,4.408,13.3442
32号井,201303,S2F2-S2F2,24.9,31,,4223,191,4032,4.4271,13.7474
32号井,201304,S2F2-S2F2,24.9,29.19,,3833,183,3650,4.4454,14.1124
32号井,201305,S2F2-S2F2,24.9,30.12,1050,3953,181,3772,4.4635,14.4896
32号井,201306,S2F2-S2F2,24.9,29.22,1062,3893,175,3718,4.481,14.8614
32号井,201307,S2F2-S2F2,24.9,30.21,1024,4031,176,3855,4.4986,15.2469
32号井,201308,S2F2-S2F2,24.9,30.19,1020,3976,175,3801,4.5161,15.627
32号井,201309,S2F2-S2F2,24.9,30,1220,3661,161,3500,4.5322,15.977
32号井,201310,S2F2-S2F2,24.9,31,1206,3752,164,3588,4.5486,16.3358
32号井,201311,S2F2-S2F2,24.9,29.22,1198,3474,144,3330,4.563,16.6688
32号井,201312,S2F2-S2F2,24.9,30.1,1270,3316,144,3172,4.5774,16.986
32号井,201401,S2F2-S2F2,24.9,30.15,1090,3271,138,3133,4.5912,17.2993
32号井,201402,S2F2-S2F2,24.9,27.15,838,2967,117,2850,4.6029,17.5843
32号井,201403,S2F2-S2F2,24.9,27,836,3538,109,3429,4.6138,17.9272
32号井,201404,S2F2-S2F2,24.9,30,964,3976,158,3818,4.6296,18.309
32号井,201405,S2F2-S2F2,24.9,30.18,980,4041,161,3880,4.6457,18.697
32号井,201406,S2F2-S2F2,24.9,29.15,1004,3860,163,3697,4.662,19.0667
32号井,201407,S2F2-S2F2,24.9,26.12,1094,3357,123,3234,4.6743,19.3901
32号井,201408,S2F2-S2F2,24.9,31,1088,3856,146,3710,4.6889,19.7611
32号井,201409,S2F2-S2F2,24.9,29.22,1106,3722,140,3582,4.7029,20.1193
32号井,201410,S2F2-S2F2,24.9,31,1088,3791,155,3636,4.7184,20.4829
32号井,201411,S2F2-S2F2,24.9,30,1130,3303,137,3166,4.7321,20.7995
32号井,201412,S2F2-S2F2,24.9,31,1168,3519,143,3376,4.7464,21.1371
32号井,201501,S2F2-S2F2,24.9,31,1160,3621,152,3469,4.7616,21.484
32号井,201502,S2F2-S2F2,24.9,27.18,1116,3059,131,2928,4.7747,21.7768
32号井,201503,S2F2-S2F2,24.9,31,1014,2735,110,2625,4.7857,22.0393
32号井,201504,S2F2-S2F2,24.9,26.12,994,2532,90,2442,4.7947,22.2835
32号井,201505,S2F2-S2F2,24.9,31,1234,3735,160,3575,4.8107,22.641
32号井,201506,S2F2-S2F2,24.9,29.22,1271,3354,150,3204,4.8257,22.9614
32号井,201507,S2F2-S2F2,24.9,31,1291,3481,157,3324,4.8414,23.2938
32号井,201508,S2F2-S2F2,24.9,30.18,1293,3406,152,3254,4.8566,23.6192
32号井,201509,S2F2-S2F2,24.9,30,1334,3350,146,3204,4.8712,23.9396
32号井,201510,S2F2-S2F2,24.9,31,1307,3431,150,3281,4.8862,24.2677
32号井,201511,S2F2-S2F2,24.9,29.07,1282,3240,137,3103,4.8999,24.578
32号井,201512,S2F2-S2F2,24.9,30.22,,3210,130,3080,4.9129,24.886
32号井,201601,S2F2-S2F2,24.9,31,1339,3335,138,3197,4.9267,25.2057
32号井,201602,S2F2-S2F2,24.9,28.19,1276,3077,133,2944,4.94,25.5001
32号井,201603,S2F2-S2F2,24.9,30.13,1307,3338,133,3205,4.9533,25.8206
32号井,201604,S2F2-S2F2,24.9,29.16,1278,3292,123,3169,4.9656,26.1375
32号井,201605,S2F2-S2F2,24.9,30.17,1261,3359,122,3237,4.9778,26.4612
32号井,201606,S2F2-S2F2,24.9,29.23,1222,3175,114,3061,4.9892,26.7673
32号井,201607,S2F2-S2F2,24.9,30.21,1149,3028,108,2920,5,27.0593
32号井,201608,S2F2-S2F2,24.9,30.2,1150,2999,111,2888,5.0111,27.3481
32号井,201609,S2F2-S2F2,24.9,29.09,,3015,103,2912,5.0214,27.6393
32号井,201610,S2F2-S2F2,24.9,30.22,1232,3221,114,3107,5.0328,27.95
32号井,201611,S2F2-S2F2,24.9,30,1216,3259,114,3145,5.0442,28.2645
32号井,201612,S2F2-S2F2,24.9,30.2,1140,3488,119,3369,5.0561,28.6014
32号井,201812,S2F2-S2F2,24.9,10.16,1153,910,15,895,,
32号井,201901,S2F2-S2F2,24.9,31,,1810,35,1775,,
32号井,201902,S2F2-S2F2,24.9,28,1298,1213,18,1195,,
32号井,201903,S2F2-S2F2,24.9,31,,1128,26,1102,,
32号井,201904,S2F2-S2F2,24.9,30,1278,952,24,928,,
32号井,201905,S2F2-S2F2,24.9,31,1269,793,26,767,,
32号井,201906,S2F2-S2F2,24.9,30,929,1397,34,1363,,
32号井,201907,S2F2-S2F2,24.9,31,874,1917,58,1859,,
32号井,201908,S2F2-S2F2,24.9,31,829,1979,57,1922,,
32号井,201909,S2F2-S2F2,24.9,30,846,1612,47,1565,,
32号井,201910,S2F2-S2F2,24.9,30.04,865,1514,37,1477,,
32号井,201911,S2F2-S2F2,24.9,29.16,801,1427,28,1399,,
32号井,201912,S2F2-S2F2,24.9,31,822,1566,24,1542,,
32号井,202001,S2F2-S2F2,24.9,31,734,1591,31,1560,,
32号井,202002,S2F2-S2F2,24.9,29,711,1521,32,1489,,
32号井,202003,S2F2-S2F2,24.9,31,726,1623,35,1588,,
32号井,202004,S2F2-S2F2,24.9,30,701,1451,31,1420,,
32号井,202005,S2F2-S2F2,24.9,31,853,1232,27,1205,,
32号井,202006,S2F2-S2F2,24.9,30,876,1398,26,1372,,
32号井,202007,S2F2-S2F2,24.9,31,861,1531,22,1509,,
32号井,202008,S2F2-S2F2,24.9,15.04,656,745,10,735,,
32号井,202009,S2F2-S2F2,24.9,,,0,,,,
32号井,202010,S2F2-S2F2,24.9,,,0,,,,
32号井,202011,S2F2-S2F2,24.9,,,0,,,,
32号井,202012,S2F2-S2F2,24.9,,,0,,,,
32号井,202101,S2F2-S2F2,24.9,,,0,,,,
32号井,202102,S2F2-S2F2,24.9,,,0,,,,
32号井,202103,S2F2-S2F2,24.9,,,0,,,,
32号井,202104,S2F2-S2F2,24.9,,,0,,,,
32号井,202105,S2F2-S2F2,24.9,,,0,,,,
32号井,202106,S2F2-S2F2,24.9,,,0,,,,
32号井,202107,S2F2-S2F2,24.9,,,0,,,,
32号井,202108,S2F2-S2F2,24.9,12,,784,14,770,,
32号井,202109,S2F2-S2F2,24.9,30,1109,2253,38,2215,,
32号井,202110,S2F2-S2F2,24.9,31,822,2290,41,2249,,
32号井,202111,S2F2-S2F2,24.9,29.12,836,2117,34,2083,,
32号井,202112,S2F2-S2F2,24.9,31,615,2062,32,2030,,
33号井,200011,S2F5-S2F5,5,4.12,,91,42,49,0.0042,0.0049
33号井,200012,S2F2-S2F5,8.2,28.13,,249,214,35,0.0256,0.0084
33号井,200101,S2F2-S2F5,8.2,30.21,,404,404,,0.066,0.0084
33号井,200102,S2F2-S2F5,8.2,27.16,,239,239,,0.0899,0.0084
33号井,200103,S2F2-S2F5,8.2,30.13,,247,247,,0.1146,0.0084
33号井,200104,S2F2-S2F5,8.2,29.16,,262,262,,0.1408,0.0084
33号井,200105,S2F2-S2F5,8.2,30.21,,257,257,,0.1665,0.0084
33号井,200106,S2F2-S2F5,8.2,29.21,,236,229,7,0.1894,0.0091
33号井,200107,S2F2-S2F5,8.2,30.11,,294,252,42,0.2146,0.0133
33号井,200108,S2F2-S2F5,8.2,30.15,,281,252,29,0.2398,0.0162
33号井,200109,S2F2-S2F5,8.2,29.19,,195,194,1,0.2592,0.0163
33号井,200110,S2F2-S2F5,8.2,30.21,,154,153,1,0.2745,0.0164
33号井,200111,S2F2-S2F5,8.2,29.21,,162,156,6,0.2901,0.017
33号井,200112,S2F2-S2F5,8.2,30.16,,162,152,10,0.3053,0.018
33号井,200201,S2F2-S2F5,8.2,30.21,,149,149,,0.3202,0.018
33号井,200202,S2F2-S2F5,8.2,27.08,,119,119,,0.3321,0.018
33号井,200203,S2F2-S2F5,8.2,30.03,,149,149,,0.347,0.018
33号井,200204,S2F2-S2F5,8.2,6.08,,29,29,,0.3499,0.018
34号井,200610,S2156-S2156,2.5,4.09,,77,23,54,0.0023,0.0054
34号井,200611,S2156-S2156,2.5,29.22,,152,150,2,0.0173,0.0056
34号井,200612,S2F2-S2F6,7.7,17.23,964,205,85,120,0.0258,0.0176
34号井,200701,S2F2-S2F6,7.7,30.22,920,637,359,278,0.0617,0.0454
34号井,200702,S2F2-S2F6,7.7,27.22,990,590,261,329,0.0878,0.0783
34号井,200703,S2F2-S2F6,7.7,30.22,898,711,267,444,0.1145,0.1227
34号井,200704,S2F2-S2F6,7.7,25.04,,1691,387,1304,0.1532,0.2531
34号井,200705,S2F2-S2F6,7.7,30.22,1032,2910,512,2398,0.2044,0.4929
34号井,200706,S2F2-S2F6,7.7,30,,2964,395,2569,0.2439,0.7498
34号井,200707,S2F2-S2F6,7.7,30.22,,3091,326,2765,0.2765,1.0263
34号井,200708,S2F2-S2F6,7.7,30.22,,3207,302,2905,0.3067,1.3168
34号井,200709,S2F2-S2F6,7.7,29.15,,3372,288,3084,0.3355,1.6252
34号井,200710,S2F2-S2F6,7.7,31,1520,3767,348,3419,0.3703,1.9671
34号井,200711,S2F2-S2F6,7.7,29.22,,3420,348,3072,0.4051,2.2743
34号井,200712,S2F2-S2F6,7.7,31,1247,3638,347,3291,0.4398,2.6034
34号井,200801,S2F2-S2F6,7.7,30.19,1184,3600,311,3289,0.4709,2.9323
34号井,200802,S2F2-S2F6,7.7,28.06,,3303,293,3010,0.5002,3.2333
34号井,200803,S2F2-S2F6,7.7,31,,3624,276,3348,0.5278,3.5681
34号井,200804,S2F2-S2F6,7.7,28.17,1500,3388,234,3154,0.5512,3.8835
34号井,200805,S2F2-S2F6,7.7,30.21,1027,3995,208,3787,0.572,4.2622
34号井,200806,S2F2-S2F6,7.7,29.19,,3837,234,3603,0.5954,4.6225
34号井,200807,S2F2-S2F6,7.7,30.04,,3815,209,3606,0.6163,4.9831
34号井,200808,S2F2-S2F6,7.7,31,1409,4084,238,3846,0.6401,5.3677
34号井,200809,S2F2-S2F6,7.7,30,1526,3957,199,3758,0.66,5.7435
34号井,200810,S2F2-S2F6,7.7,30.22,1516,4004,173,3831,0.6773,6.1266
34号井,200811,S2F2-S2F6,7.7,30,,3736,147,3589,0.692,6.4855
34号井,200812,S2F2-S2F6,7.7,31,,3833,143,3690,0.7063,6.8545
34号井,200901,S2F2-S2F6,7.7,31,,3847,134,3713,0.7197,7.2258
34号井,200902,S2F2-S2F6,7.7,28,,3492,120,3372,0.7317,7.563
34号井,200903,S2F2-S2F6,7.7,30.11,1204,3737,123,3614,0.744,7.9244
34号井,200904,S2F2-S2F6,7.7,30,1226,3628,156,3472,0.7596,8.2716
34号井,200905,S2F2-S2F6,7.7,31,1303,3501,143,3358,0.7739,8.6074
34号井,200906,S2F2-S2F6,7.7,29.22,1337,3516,140,3376,0.7879,8.945
34号井,200907,S2F2-S2F6,7.7,30.15,1245,3732,138,3594,0.8017,9.3044
34号井,200908,S2F2-S2F6,7.7,31,1293,3783,158,3625,0.8175,9.6669
34号井,200909,S2F2-S2F6,7.7,29.2,1228,3708,156,3552,0.8331,10.0221
34号井,200910,S2F2-S2F6,7.7,30.2,1211,3936,155,3781,0.8486,10.4002
34号井,200911,S2F2-S2F6,7.7,29.18,1229,3489,124,3365,0.861,10.7367
34号井,200912,S2F2-S2F6,7.7,31,1343,3790,127,3663,0.8737,11.103
34号井,201001,S2F2-S2F6,7.7,31,1347,3883,105,3778,0.8842,11.4808
34号井,201002,S2F2-S2F6,7.7,28,1252,3531,91,3440,0.8933,11.8248
34号井,201003,S2F2-S2F6,7.7,23.03,1452,3597,91,3506,0.9024,12.1754
34号井,201004,S2F2-S2F6,7.7,29.21,1495,4306,110,4196,0.9134,12.595
34号井,201005,S2F2-S2F6,7.7,29.21,1446,4030,93,3937,0.9227,12.9887
34号井,201006,S2F2-S2F6,7.7,29.17,1520,3753,92,3661,0.9319,13.3548
34号井,201007,S2F2-S2F6,7.7,30.18,1552,3892,102,3790,0.9421,13.7338
34号井,201008,S2F2-S2F6,7.7,30.17,1590,3344,89,3255,0.951,14.0593
34号井,201009,S2F2-S2F6,7.7,29.22,1571,3539,89,3450,0.9599,14.4043
34号井,201010,S2F2-S2F6,7.7,31,1542,3605,108,3497,0.9707,14.754
34号井,201011,S2F2-S2F6,7.7,29.2,1514,3446,104,3342,0.9811,15.0882
34号井,201012,S2F2-S2F6,7.7,27.05,,3653,93,3560,0.9904,15.4442
34号井,201101,S2F2-S2F6,7.7,30.11,,3908,105,3803,1.0009,15.8245
34号井,201102,S2F2-S2F6,7.7,28,,3591,84,3507,1.0093,16.1752
34号井,201103,S2F2-S2F6,7.7,31,,3962,83,3879,1.0176,16.5631
34号井,201104,S2F2-S2F6,7.7,29.22,,3937,82,3855,1.0258,16.9486
34号井,201105,S2F2-S2F6,7.7,30.19,,4219,72,4147,1.033,17.3633
34号井,201106,S2F2-S2F6,7.7,25.21,1354,3519,62,3457,1.0392,17.709
34号井,201107,S2F2-S2F6,7.7,30.17,1354,5145,107,5038,1.0499,18.2128
34号井,201108,S2F2-S2F6,7.7,31,1329,5097,108,4989,1.0607,18.7117
34号井,201109,S2F2-S2F6,7.7,29.2,,4629,118,4511,1.0725,19.1628
34号井,201110,S2F2-S2F6,7.7,31,,4897,114,4783,1.0839,19.6411
34号井,201111,S2F2-S2F6,7.7,29.12,,4642,113,4529,1.0952,20.094
34号井,201112,S2F2-S2F6,7.7,31,,4831,109,4722,1.1061,20.5662
34号井,201201,S2F2-S2F6,7.7,31,,4801,117,4684,1.1178,21.0346
34号井,201202,S2F2-S2F6,7.7,29,,4535,119,4416,1.1297,21.4762
34号井,201203,S2F2-S2F6,7.7,30.22,,4971,150,4821,1.1447,21.9583
34号井,201204,S2F2-S2F6,7.7,29.12,1480,4746,143,4603,1.159,22.4186
34号井,201205,S2F2-S2F6,7.7,31,,4886,126,4760,1.1716,22.8946
34号井,201206,S2F2-S2F6,7.7,30,,4694,97,4597,1.1813,23.3543
34号井,201207,S2F2-S2F6,7.7,30.21,,4937,102,4835,1.1915,23.8378
34号井,201208,S2F2-S2F6,7.7,26.14,1334,4230,88,4142,1.2003,24.252
34号井,201209,S2F2-S2F6,7.7,29.2,1388,4525,132,4393,1.2135,24.6913
34号井,201210,S2F2-S2F6,7.7,30.14,,4208,123,4085,1.2258,25.0998
34号井,201211,S2F2-S2F6,7.7,24.07,1354,3108,93,3015,1.2351,25.4013
34号井,201212,S2F2-S2F6,7.7,30.19,1352,4491,120,4371,1.2471,25.8384
34号井,201301,S2F2-S2F6,7.7,29.02,1236,4327,112,4215,1.2583,26.2599
34号井,201302,S2F2-S2F6,7.7,28,1203,4223,117,4106,1.27,26.6705
34号井,201303,S2F2-S2F6,7.7,31,1206,4689,116,4573,1.2816,27.1278
34号井,201304,S2F2-S2F6,7.7,30,1241,4548,120,4428,1.2936,27.5706
34号井,201305,S2F2-S2F6,7.7,30.21,1294,4372,114,4258,1.305,27.9964
34号井,201306,S2F2-S2F6,7.7,29.14,1303,4411,141,4270,1.3191,28.4234
34号井,201307,S2F2-S2F6,7.7,31,1300,4752,149,4603,1.334,28.8837
34号井,201308,S2F2-S2F6,7.7,30.19,1260,4807,175,4632,1.3515,29.3469
34号井,201309,S2F2-S2F6,7.7,29.17,1264,4783,221,4562,1.3736,29.8031
34号井,201310,S2F2-S2F6,7.7,30.22,1309,4902,222,4680,1.3958,30.2711
34号井,201311,S2F2-S2F6,7.7,29.21,1453,4694,206,4488,1.4164,30.7199
34号井,201312,S2F2-S2F6,7.7,31,1228,4838,130,4708,1.4294,31.1907
34号井,201401,S2F2-S2F6,7.7,31,1281,4706,88,4618,1.4382,31.6525
34号井,201402,S2F2-S2F6,7.7,28,1240,4174,71,4103,1.4453,32.0628
34号井,201403,S2F2-S2F6,7.7,30.2,1264,4606,66,4540,1.4519,32.5168
34号井,201404,S2F2-S2F6,7.7,29.12,1276,4576,63,4513,1.4582,32.9681
34号井,201405,S2F2-S2F6,7.7,31,1279,4645,62,4583,1.4644,33.4264
34号井,201406,S2F2-S2F6,7.7,29.2,1312,4400,60,4340,1.4704,33.8604
34号井,201407,S2F2-S2F6,7.7,30.21,1274,4673,61,4612,1.4765,34.3216
34号井,201408,S2F2-S2F6,7.7,30.16,1229,4817,59,4758,1.4824,34.7974
34号井,201409,S2F2-S2F6,7.7,26.23,1208,4223,49,4174,1.4873,35.2148
34号井,201410,S2F2-S2F6,7.7,30.21,1168,4887,64,4823,1.4937,35.6971
34号井,201411,S2F2-S2F6,7.7,29.14,1020,4795,63,4732,1.5,36.1703
34号井,201412,S2F2-S2F6,7.7,31,980,4618,60,4558,1.506,36.6261
34号井,201501,S2F2-S2F6,7.7,30.15,870,4582,58,4524,1.5118,37.0785
34号井,201502,S2F2-S2F6,7.7,28,844,4302,52,4250,1.517,37.5035
34号井,201503,S2F2-S2F6,7.7,30.2,807,4541,59,4482,1.5229,37.9517
34号井,201504,S2F2-S2F6,7.7,30,794,4371,64,4307,1.5293,38.3824
34号井,201505,S2F2-S2F6,7.7,30.17,755,4288,53,4235,1.5346,38.8059
34号井,201506,S2F2-S2F6,7.7,30,780,4177,53,4124,1.5399,39.2183
34号井,201507,S2F2-S2F6,7.7,21.2,446,2399,29,2370,1.5428,39.4553
34号井,201508,S2F2-S2F6,7.7,31,,4818,54,4764,1.5482,39.9317
34号井,201509,S2F2-S2F6,7.7,29.22,,4412,58,4354,1.554,40.3671
34号井,201510,S2F2-S2F6,7.7,31,,4613,61,4552,1.5601,40.8223
34号井,201511,S2F2-S2F6,7.7,30,1275,4600,48,4552,1.5649,41.2775
34号井,201512,S2F2-S2F6,7.7,31,1248,4745,50,4695,1.5699,41.747
34号井,201601,S2F2-S2F6,7.7,31,1213,4788,54,4734,1.5753,42.2204
34号井,201602,S2F2-S2F6,7.7,28.18,1292,4320,50,4270,1.5803,42.6474
34号井,201603,S2F2-S2F6,7.7,2.06,1284,333,4,329,1.5807,42.6803
34号井,201604,S2F2-S2F6,7.7,,,0,,,1.5807,42.6803
34号井,201605,S2F2-S2F6,7.7,20.15,952,3549,29,3520,1.5836,43.0323
34号井,201606,S2F2-S2F6,7.7,29.23,957,4881,50,4831,1.5886,43.5154
34号井,201607,S2F2-S2F6,7.7,31,926,5049,63,4986,1.5949,44.014
34号井,201608,S2F2-S2F6,7.7,30.15,1187,4972,66,4906,1.6015,44.5046
34号井,201609,S2F2-S2F6,7.7,30,1132,4887,70,4817,1.6085,44.9863
