¾®ºÅ,Äê ÔÂ,²ã Î»,É° ºñ,Éú²úÌìÊý,ÈÕ×¢ÄÜÁ¦(m3),¸ÉÑ¹(Mpa),ÓÍÑ¹(Mpa),Ì×Ñ¹(Mpa),ÔÂ×¢Ë®(m3),Äê×¢Ë®(10^4m3),ÀÛ×¢Ë®(10^4m3)
35ºÅ¾®,201201,S2F2-S2F2,19,30.08,414,12.8,10.2,10.2,12552,1.2552,95.2166
35ºÅ¾®,201202,S2F2-S2F2,19,28.2,374,13,8.4,8.4,10791,2.3343,96.2957
35ºÅ¾®,201203,S2F2-S2F2,19,30.16,341,12.7,9.6,9.6,10447,3.379,97.3404
35ºÅ¾®,201204,S2F2-S2F2,19,30,314,12.9,9.5,9.5,9431,4.3221,98.2835
35ºÅ¾®,201205,S2F2-S2F2,19,30.13,319,13.1,9.5,9.5,9730,5.2951,99.2565
35ºÅ¾®,201206,S2F2-S2F2,19,29.03,339,13.2,9.4,9.4,9875,6.2826,100.244
35ºÅ¾®,201207,S2F2-S2F2,19,30.03,315,13.4,9.4,9.4,9479,7.2305,101.1919
35ºÅ¾®,201208,S2F2-S2F2,19,25.18,330,13,10.8,10.8,8495,8.08,102.0414
35ºÅ¾®,201209,S2F2-S2F2,19,25.18,295,13.4,9.1,9.1,7602,8.8402,102.8016
35ºÅ¾®,201210,S2F2-S2F2,19,31,333,13,9.1,9.1,10324,9.8726,103.834
35ºÅ¾®,201211,S2F2-S2F2,19,29.23,340,12.9,9.1,9.1,10194,10.892,104.8534
35ºÅ¾®,201212,S2F2-S2F2,19,30.16,247,12.4,9.2,9.2,7578,11.6498,105.6112
35ºÅ¾®,201301,S2F2-S2F2,19,30.23,329,12.4,9.6,9.6,10190,1.019,106.6302
35ºÅ¾®,201302,S2F2-S2F2,19,28,334,12.8,10.4,10.4,9354,1.9544,107.5656
35ºÅ¾®,201303,S2F2-S2F2,19,31,333,12.5,10.6,10.6,10322,2.9866,108.5978
35ºÅ¾®,201304,S2F2-S2F2,19,30,331,13,10.2,10.2,9932,3.9798,109.591
35ºÅ¾®,201305,S2F2-S2F2,19,31,329,13.1,10.9,10.9,10194,4.9992,110.6104
35ºÅ¾®,201306,S2F2-S2F2,19,30,276,13.2,13.2,13.2,8271,5.8263,111.4375
35ºÅ¾®,201307,S2F2-S2F2,19,31,271,13.5,13.5,13.5,8386,6.6649,112.2761
35ºÅ¾®,201308,S2F2-S2F2,19,30.22,269,14,14,14,8310,7.4959,113.1071
35ºÅ¾®,201309,S2F2-S2F2,19,29.22,313,14,14,14,9359,8.4318,114.043
35ºÅ¾®,201310,S2F2-S2F2,19,30.12,290,13.3,9.4,9.4,8837,9.3155,114.9267
35ºÅ¾®,201311,S2F2-S2F2,19,29.2,271,13.1,12.9,12.9,8099,10.1254,115.7366
35ºÅ¾®,201312,S2F2-S2F2,19,30.2,268,13.1,13.1,13.1,8248,10.9502,116.5614
35ºÅ¾®,201401,S2F2-S2F2,19,30.13,278,13.2,13.2,13.2,8485,0.8485,117.4099
35ºÅ¾®,201402,S2F2-S2F2,19,28,269,13.4,13.4,13.4,7541,1.6026,118.164
35ºÅ¾®,201403,S2F2-S2F2,19,30.07,265,13.5,13.5,13.5,8034,2.406,118.9674
35ºÅ¾®,201404,S2F2-S2F2,19,29.2,313,13.7,9.6,9.6,9341,3.3401,119.9015
35ºÅ¾®,201405,S2F2-S2F2,19,31,258,13.6,10,10,7990,4.1391,120.7005
35ºÅ¾®,201406,S2F2-S2F2,19,30,301,13.9,10.1,10.1,9027,5.0418,121.6032
35ºÅ¾®,201407,S2F2-S2F2,19,30.23,295,14,10,10,9142,5.956,122.5174
35ºÅ¾®,201408,S2F2-S2F2,19,30.2,299,13.8,10,10,9216,6.8776,123.439
35ºÅ¾®,201409,S2F2-S2F2,19,29.19,318,14,10.1,10.1,9466,7.8242,124.3856
35ºÅ¾®,201410,S2F2-S2F2,19,31,298,14.1,10.4,10.4,9223,8.7465,125.3079
35ºÅ¾®,201411,S2F2-S2F2,19,28.2,305,13.1,10,8,8781,9.6246,126.186
35ºÅ¾®,201412,S2F2-S2F2,19,31,296,13.1,10,8,9167,10.5413,127.1027
35ºÅ¾®,201501,S2F2-S2F2,19,31,291,13.4,9.9,7.9,9014,0.9014,128.0041
35ºÅ¾®,201502,S2F2-S2F2,19,28,319,13.3,10,8,8929,1.7943,128.897
35ºÅ¾®,201503,S2F2-S2F2,19,31,283,13.3,9.5,7.5,8780,2.6723,129.775
35ºÅ¾®,201504,S2F2-S2F2,19,30,243,13.2,9.3,7.3,7300,3.4023,130.505
35ºÅ¾®,201505,S2F2-S2F2,19,31,264,13.4,10,8,8173,4.2196,131.3223
35ºÅ¾®,201506,S2F2-S2F2,19,30,237,13.5,9.2,7.2,7098,4.9294,132.0321
35ºÅ¾®,201507,S2F2-S2F2,19,21.15,258,13.2,8.9,6.9,5578,5.4872,132.5899
35ºÅ¾®,201508,S2F2-S2F2,19,30.22,237,13.4,7.6,4.6,7315,6.2187,133.3214
35ºÅ¾®,201509,S2F2-S2F2,19,28.2,309,13.2,7.2,4.2,8912,7.1099,134.2126
35ºÅ¾®,201510,S2F2-S2F2,19,29.2,356,13.5,10,7,10613,8.1712,135.2739
35ºÅ¾®,201511,S2F2-S2F2,19,26.21,331,13.2,9,6,8883,9.0595,136.1622
35ºÅ¾®,201512,S2F2-S2F2,19,29.18,432,12.6,10.9,7.9,12859,10.3454,137.4481
35ºÅ¾®,201601,S2F2-S2F2,19,30.17,381,12.8,12.8,9.8,11695,1.1695,138.6176
35ºÅ¾®,201602,S2F2-S2F2,19,29,386,12.7,12.7,9.7,11196,2.2891,139.7372
35ºÅ¾®,201603,S2F2-S2F2,19,30.02,279,13.1,10.1,7.1,8380,3.1271,140.5752
35ºÅ¾®,201604,S2F2-S2F2,19,29.08,301,13.3,13.3,10.3,8839,4.011,141.4591
35ºÅ¾®,201605,S2F2-S2F2,19,31,345,12.6,12.6,9.6,10704,5.0814,142.5295
35ºÅ¾®,201606,S2F2-S2F2,19,30,386,13.1,13.1,10.1,11593,6.2407,143.6888
35ºÅ¾®,201607,S2F2-S2F2,19,28.21,356,13.2,10.5,7.5,10268,7.2675,144.7156
35ºÅ¾®,201608,S2F2-S2F2,19,31,442,13.3,13.3,10.3,13715,8.639,146.0871
35ºÅ¾®,201609,S2F2-S2F2,19,30,363,13.4,13.4,10.4,10900,9.729,147.1771
35ºÅ¾®,201610,S2F2-S2F2,19,31,371,13.6,11.7,8.7,11510,10.88,148.3281
35ºÅ¾®,201611,S2F2-S2F2,19,30,373,13.4,10.9,7.9,11188,11.9988,149.4469
35ºÅ¾®,201612,S2F2-S2F2,19,31,208,13.2,10.6,7.6,6454,12.6442,150.0923
35ºÅ¾®,201701,S2F2-S2F2,19,30.2,304,13.5,10.7,7.7,9373,0.9373,151.0296
35ºÅ¾®,201702,S2F2-S2F2,19,28,369,13.4,11.5,8.5,10335,1.9708,152.0631
35ºÅ¾®,201703,S2F2-S2F2,19,30.21,316,13.5,10.8,7.8,9745,2.9453,153.0376
35ºÅ¾®,201704,S2F2-S2F2,19,29.18,246,13,10.3,7.3,7320,3.6773,153.7696
35ºÅ¾®,201705,S2F2-S2F2,19,29.2,275,12.9,11.2,8.2,8200,4.4973,154.5896
35ºÅ¾®,201706,S2F2-S2F2,19,27.13,276,13,13,10,7614,5.2587,155.351
35ºÅ¾®,201707,S2F2-S2F2,19,31,166,13.8,13.8,10.8,5137,5.7724,155.8647
35ºÅ¾®,201708,S2F2-S2F2,19,30.11,141,13.2,13.2,10.2,4302,6.2026,156.2949
35ºÅ¾®,201709,S2F2-S2F2,19,27.21,133,13.6,13.6,10.6,3719,6.5745,156.6668
35ºÅ¾®,201710,S2F2-S2F2,19,31,163,13.1,13.1,10.1,5048,7.0793,157.1716
35ºÅ¾®,201711,S2F2-S2F2,19,29.23,252,13.1,13.1,10.1,7562,7.8355,157.9278
35ºÅ¾®,201712,S2F2-S2F2,19,29.2,241,13,9.9,6.9,7186,8.5541,158.6464
35ºÅ¾®,201801,S2F2-S2F2,19,30.17,218,12.7,12.7,9.7,6703,0.6703,159.3167
35ºÅ¾®,201802,S2F2-S2F2,19,27.19,224,13,13,10,6239,1.2942,159.9406
35ºÅ¾®,201803,S2F2-S2F2,19,31,229,12.8,12.8,9.8,7096,2.0038,160.6502
35ºÅ¾®,201804,S2F2-S2F2,19,30,246,13.6,12.7,9.7,7391,2.7429,161.3893
35ºÅ¾®,201805,S2F2-S2F2,19,30.19,222,13.6,12.8,9.8,6840,3.4269,162.0733
35ºÅ¾®,201806,S2F2-S2F2,19,29.13,226,13.6,12.7,9.7,6663,4.0932,162.7396
35ºÅ¾®,201807,S2F2-S2F2,19,30.07,223,13.5,12.1,9.1,6761,4.7693,163.4157
35ºÅ¾®,201808,S2F2-S2F2,19,30,221,13.6,12.8,9.8,6617,5.431,164.0774
35ºÅ¾®,201809,S2F2-S2F2,19,26.2,170,13.4,10.8,7.8,4575,5.8885,164.5349
35ºÅ¾®,201810,S2F2-S2F2,19,30.19,180,13.2,11.6,8.6,5556,6.4441,165.0905
35ºÅ¾®,201811,S2F2-S2F2,19,29.1,193,12.5,11.2,8.2,5668,7.0109,165.6573
35ºÅ¾®,201812,S2F2-S2F2,19,30.08,188,13.7,12.6,9.6,5713,7.5822,166.2286
35ºÅ¾®,201901,S2F2-S2F2,19,31,190,13.7,12.6,9.6,5904,0.5904,166.819
35ºÅ¾®,201902,S2F2-S2F2,19,28,205,13.4,12.6,9.6,5731,1.1635,167.3921
35ºÅ¾®,201903,S2F2-S2F2,19,31,207,13.6,12.6,9.6,6402,1.8037,168.0323
35ºÅ¾®,201904,S2F2-S2F2,19,30,183,13.2,9.2,6.2,5477,2.3514,168.58
35ºÅ¾®,201905,S2F2-S2F2,19,30.08,186,13.5,10.6,7.6,5630,2.9144,169.143
35ºÅ¾®,201906,S2F2-S2F2,19,14.21,213,11.1,11.1,10.1,3166,3.231,169.4596
35ºÅ¾®,201907,S2F2-S2F2,19,2.02,267,13.6,13.6,10.6,557,3.2867,169.5153
35ºÅ¾®,201908,S2F2-S2F2,19,30.14,187,13.4,13.4,10.4,5730,3.8597,170.0883
35ºÅ¾®,201909,S2F2-S2F2,19,27.14,168,13.5,13.5,10.5,4637,4.3234,170.552
35ºÅ¾®,201910,S2F2-S2F2,19,30.23,47,13.4,13.4,10.4,1453,4.4687,170.6973
35ºÅ¾®,201911,S2F2-S2F2,19,29.19,134,13.4,13.4,10.4,3987,4.8674,171.096
35ºÅ¾®,201912,S2F2-S2F2,19,30.21,106,13,13,10,3275,5.1949,171.4235
35ºÅ¾®,202001,S2F2-S2F2,19,31,116,13.5,13.5,10.5,3595,0.3595,171.783
35ºÅ¾®,202002,S2F2-S2F2,19,29,208,13.5,10.5,7.5,6043,0.9638,172.3873
35ºÅ¾®,202003,S2F2-S2F2,19,31,205,14,14,11,6348,1.5986,173.0221
35ºÅ¾®,202004,S2F2-S2F2,19,30,205,13.9,13.3,10.3,6152,2.2138,173.6373
35ºÅ¾®,202005,S2F2-S2F2,19,30.22,160,14.1,14.1,11.1,4958,2.7096,174.1331
35ºÅ¾®,202006,S2F2-S2F2,19,29.22,198,14,14,8.7,5932,3.3028,174.7263
35ºÅ¾®,202007,S2F2-S2F2,19,30.23,155,13,13,8,4809,3.7837,175.2072
35ºÅ¾®,202008,S2F2-S2F2,19,30.22,111,13.7,13.7,8.7,3417,4.1254,175.5489
35ºÅ¾®,202009,S2F2-S2F2,19,29.09,118,13.5,13.5,8.5,3463,4.4717,175.8952
35ºÅ¾®,202010,S2F2-S2F2,19,31,125,13.3,13.3,8.6,3882,4.8599,176.2834
35ºÅ¾®,202011,S2F2-S2F2,19,30,109,13.4,12,7,3259,5.1858,176.6093
35ºÅ¾®,202012,S2F2-S2F2,19,31,126,13.1,10.4,5.4,3899,5.5757,176.9992
35ºÅ¾®,202101,S2F2-S2F2,19,30.22,141,13.4,10.4,5.4,4367,0.4367,177.4359
35ºÅ¾®,202102,S2F2-S2F2,19,28,188,13.2,13.2,8.2,5256,0.9623,177.9615
35ºÅ¾®,202103,S2F2-S2F2,19,30.17,186,13.5,13.5,8.5,5718,1.5341,178.5333
35ºÅ¾®,202104,S2F2-S2F2,19,28.17,163,13.3,13.3,8.3,4671,2.0012,179.0004
35ºÅ¾®,202105,S2F2-S2F2,19,28,179,13.4,13.4,8.4,5023,2.5035,179.5027
35ºÅ¾®,202106,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202107,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202108,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202109,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202110,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202111,S2F2-S2F2,19,,,,,,,2.5035,179.5027
35ºÅ¾®,202112,S2F2-S2F2,19,1,180,13.1,13.1,8.1,180,2.5215,179.5207
36ºÅ¾®,200405,S2F2S2F-S2F3,,20.07,179,13.7,12.7,12.7,3637,0.3637,0.3637
36ºÅ¾®,200406,S2F2S2F-S2F3,,29.23,203,13.8,11.2,11.2,6084,0.9721,0.9721
36ºÅ¾®,200407,S2F2S2F-S2F3,,31,292,13,10.5,10.5,9066,1.8787,1.8787
36ºÅ¾®,200408,S2F2S2F-S2F3,,30.13,207,12.8,9.2,9.2,6315,2.5102,2.5102
36ºÅ¾®,200409,S2F2S2F-S2F3,,29.21,295,13,10.1,10.1,8814,3.3916,3.3916
36ºÅ¾®,200410,S2F2S2F-S2F3,,30.21,144,12.4,6.4,6.4,4447,3.8363,3.8363
36ºÅ¾®,200411,S2F2S2F-S2F3,,27.16,222,12.2,6.4,6.4,6147,4.451,4.451
36ºÅ¾®,200412,S2F2S2F-S2F3,,30.12,300,11.2,8.5,8.5,9145,5.3655,5.3655
36ºÅ¾®,200501,S2F2S2F-S2F3,,30.16,317,11.8,8.2,8.2,9717,0.9717,6.3372
36ºÅ¾®,200502,S2F2S2F-S2F3,,28,296,11.7,8.4,8.4,8286,1.8003,7.1658
36ºÅ¾®,200503,S2F2S2F-S2F3,,30.22,253,12.1,7.9,9,7836,2.5839,7.9494
36ºÅ¾®,200504,S2F2S2F-S2F3,,29.13,283,12.2,7.8,8.8,8368,3.4207,8.7862
36ºÅ¾®,200505,S2F2S2F-S2F3,,28,313,12.1,7.3,9.6,8776,4.2983,9.6638
36ºÅ¾®,200506,S2F2S2F-S2F3,,30,308,12.4,8.3,10.4,9241,5.2224,10.5879
36ºÅ¾®,200507,S2F2S2F-S2F3,,26.07,311,12.2,6.6,8.7,8180,6.0404,11.4059
36ºÅ¾®,200508,S2F2S2F-S2F3,,30.19,308,12.9,7.5,9.4,9472,6.9876,12.3531
36ºÅ¾®,200509,S2F2S2F-S2F3,,29.23,301,12.6,7.6,9,9012,7.8888,13.2543
36ºÅ¾®,200510,S2F2S2F-S2F3,,29.17,264,12.3,7.7,8.7,7841,8.6729,14.0384
36ºÅ¾®,200511,S2F2S2F-S2F3,,29.23,280,12.3,7.6,8.4,8394,9.5123,14.8778
36ºÅ¾®,200512,S2F2S2F-S2F3,,30.14,299,12,7.6,8.6,9154,10.4277,15.7932
36ºÅ¾®,200601,S2F2S2F-S2F3,,30.21,289,12.6,8.7,6.6,8921,0.8921,16.6853
36ºÅ¾®,200602,S2F2-S2F3,,6.02,300,,,,1822,1.0743,16.8675
36ºÅ¾®,200603,S2F2-S2F3,,16.13,313,12.5,8,6.5,5179,1.5922,17.3854
36ºÅ¾®,200604,S2F2-S2F3,,29.13,303,12.5,6.6,4.6,8965,2.4887,18.2819
36ºÅ¾®,200605,S2F2-S2F3,,30.23,309,12,7,5.2,9562,3.4449,19.2381
36ºÅ¾®,200606,S2F2-S2F3,,30,304,11.8,6.8,5.5,9124,4.3573,20.1505
36ºÅ¾®,200607,S2F2-S2F3,,31,294,11.7,7.1,5.6,9104,5.2677,21.0609
36ºÅ¾®,200608,S2F2-S2F3,,18.02,307,,,,5554,5.8231,21.6163
36ºÅ¾®,200609,S2F2-S2F2,,14.16,300,12.6,8.7,7.7,4393,6.2624,22.0556
36ºÅ¾®,200610,S2F2-S2F2,,26.13,292,12.1,10.6,9.5,7738,7.0362,22.8294
36ºÅ¾®,200611,S2F2-S2F2,,29.23,297,12.1,10,8.8,8898,7.926,23.7192
36ºÅ¾®,200612,S2F2-S2F2,,29.05,305,12.1,8.5,7.4,8905,8.8165,24.6097
36ºÅ¾®,200701,S2F2-S2F2,,29.23,293,11.8,8.2,7.7,8774,0.8774,25.4871
36ºÅ¾®,200702,S2F2-S2F2,,27.17,302,12,8.5,7.9,8369,1.7143,26.324
36ºÅ¾®,200703,S2F2-S2F2,,29.06,198,12.6,6.7,4.3,5794,2.2937,26.9034
36ºÅ¾®,200704,S2F2-S2F2,,28.13,245,11.6,11.6,9.6,7000,2.9937,27.6034
36ºÅ¾®,200705,S2F2-S2F2,,31,320,12.9,11.7,10.1,9924,3.9861,28.5958
36ºÅ¾®,200706,S2F2-S2F2,,29.22,308,12.5,11.8,10.8,9214,4.9075,29.5172
36ºÅ¾®,200707,S2F2-S2F2,,29.17,300,12.7,9.2,8.6,8913,5.7988,30.4085
36ºÅ¾®,200708,S2F2-S2F2,,25.02,200,12.2,8.8,8.3,5011,6.2999,30.9096
36ºÅ¾®,200709,S2F2-S2F2,,29.1,312,12.2,8,7,9169,7.2168,31.8265
36ºÅ¾®,200710,S2F2-S2F2,,30.2,203,13.1,10,9,6253,7.8421,32.4518
36ºÅ¾®,200711,S2F2-S2F2,,29.23,206,12,7.5,6.4,6164,8.4585,33.0682
36ºÅ¾®,200712,S2F2-S2F2,,29.13,293,13,9.3,8.3,8652,9.3237,33.9334
36ºÅ¾®,200801,S2F2-S2F2,,28.12,302,13.3,13.1,11.8,8602,0.8602,34.7936
36ºÅ¾®,200802,S2F2-S2F2,,14,314,13.2,11.3,10.3,4397,1.2999,35.2333
36ºÅ¾®,200803,S2F2-S2F2,,30.03,303,12.1,12.1,10.7,9128,2.2127,36.1461
36ºÅ¾®,200804,S2F2-S2F2,,29.21,308,13,13,11.8,9212,3.1339,37.0673
36ºÅ¾®,200805,S2F2-S2F2,,2.07,309,13,13,11.8,707,3.2046,37.138
36ºÅ¾®,200806,S2F2-S2F2,,23.13,289,12.6,11.7,10.2,6811,3.8857,37.8191
36ºÅ¾®,200807,S2F2-S2F2,,29.2,304,12,10.2,8.8,9076,4.7933,38.7267
36ºÅ¾®,200808,S2F2-S2F2,,29.06,319,14,12.6,11.1,9330,5.7263,39.6597
36ºÅ¾®,200809,S2F2-S2F2,,29.12,337,12.4,10.3,8.5,9932,6.7195,40.6529
36ºÅ¾®,200810,S2F2-S2F2,,30.22,313,12.3,10.2,8.7,9662,7.6857,41.6191
36ºÅ¾®,200811,S2F2-S2F2,,29.2,340,12.1,8.8,7.2,10145,8.7002,42.6336
36ºÅ¾®,200812,S2F2-S2F2,,30.12,319,12,9.6,8.1,9720,9.6722,43.6056
36ºÅ¾®,200901,S2F2-S2F2,,30.18,338,12.6,6.8,5.2,10381,1.0381,44.6437
36ºÅ¾®,200902,S2F2-S2F2,,27.22,348,12.5,7.5,6.5,9717,2.0098,45.6154
36ºÅ¾®,200903,S2F2-S2F2,,30.1,324,12.7,8,6.3,9860,2.9958,46.6014
36ºÅ¾®,200904,S2F2-S2F2,,30,364,12.3,8,6.8,10915,4.0873,47.6929
36ºÅ¾®,200905,S2F2-S2F2,,30.19,317,10.8,5,3.3,9774,5.0647,48.6703
36ºÅ¾®,200906,S2F2-S2F2,,29.14,328,11.2,8.1,6.1,9708,6.0355,49.6411
36ºÅ¾®,200907,S2F2-S2F2,,30.14,316,11.2,8.4,6.9,9654,7.0009,50.6065
36ºÅ¾®,200908,S2F2-S2F2,,30.2,243,11.8,5.6,3.9,7491,7.75,51.3556
36ºÅ¾®,200909,S2F2-S2F2,,29.21,295,10.7,6.5,4.7,8818,8.6318,52.2374
36ºÅ¾®,200910,S2F2-S2F2,,30.08,313,11.5,6.5,4.7,9490,9.5808,53.1864
36ºÅ¾®,200911,S2F2-S2F2,,29.21,348,11,6.9,5,10401,10.6209,54.2265
36ºÅ¾®,200912,S2F2-S2F2,,30.08,329,12,6.6,5.1,9986,11.6195,55.2251
36ºÅ¾®,201001,S2F2-S2F2,,30.21,329,12.4,5.6,4.1,10143,1.0143,56.2394
36ºÅ¾®,201002,S2F2-S2F2,,27.16,329,12.5,5.3,3.6,9103,1.9246,57.1497
36ºÅ¾®,201003,S2F2-S2F2,,30.18,342,12.4,6.1,4.7,10515,2.9761,58.2012
36ºÅ¾®,201004,S2F2-S2F2,,30,325,12,6.9,5.3,9756,3.9517,59.1768
36ºÅ¾®,201005,S2F2-S2F2,,30.23,317,12.6,7.2,6.1,9809,4.9326,60.1577
36ºÅ¾®,201006,S2F2-S2F2,,30,325,12.9,7.3,5.8,9756,5.9082,61.1333
36ºÅ¾®,201007,S2F2-S2F2,,1.07,300,13.1,7.2,5.7,387,5.9469,61.172
36ºÅ¾®,201008,S2F2-S2F2,18.4,,,,,,,5.9469,61.172
36ºÅ¾®,201009,S2F2-S2F2,18.4,,,,,,,5.9469,61.172
36ºÅ¾®,201010,S2F2-S2F2,18.4,,,,,,,5.9469,61.172
36ºÅ¾®,201011,S2F2-S2F2,18.4,,,,,,,5.9469,61.172
36ºÅ¾®,201012,S2F2-S2F2,18.4,,,,,,,5.9469,61.172
36ºÅ¾®,201101,S2F2-S2F2,18.4,,,,,,,0,61.172
36ºÅ¾®,201102,S2F2-S2F2,18.4,14.12,272,12.1,8,6.3,3951,0.3951,61.5671
36ºÅ¾®,201103,S2F2-S2F2,18.4,28.11,287,12.1,8.5,6.7,8169,1.212,62.384
36ºÅ¾®,201104,S2F2-S2F2,18.4,29.22,295,12.1,8.2,6.4,8827,2.0947,63.2667
36ºÅ¾®,201105,S2F2-S2F2,18.4,31,291,11.4,7.8,6,9012,2.9959,64.1679
36ºÅ¾®,201106,S2F2-S2F2,18.4,29.22,324,12.2,7.4,5.5,9701,3.966,65.138
36ºÅ¾®,201107,S2F2-S2F2,18.4,30.02,276,12.2,6.8,5.2,8293,4.7953,65.9673
36ºÅ¾®,201108,S2F2-S2F2,18.4,30.11,261,11.7,9,7.5,7935,5.5888,66.7608
36ºÅ¾®,201109,S2F2-S2F2,18.4,26.2,280,12,6.4,4.9,7524,6.3412,67.5132
36ºÅ¾®,201110,S2F2-S2F2,18.4,30.12,185,12.1,9,6.4,5649,6.9061,68.0781
36ºÅ¾®,201111,S2F2-S2F2,18.4,21.11,250,11,7,5.4,5366,7.4427,68.6147
36ºÅ¾®,201112,S2F2-S2F2,18.4,29.18,243,12,3.8,2.1,7229,8.1656,69.3376
36ºÅ¾®,201201,S2F2-S2F2,18.4,30.23,232,11.5,8,6.2,7181,0.7181,70.0557
36ºÅ¾®,201202,S2F2-S2F2,18.4,28.21,303,11.6,7.3,5.4,8749,1.593,70.9306
36ºÅ¾®,201203,S2F2-S2F2,18.4,30.03,249,11.2,7.2,5,7487,2.3417,71.6793
36ºÅ¾®,201204,S2F2-S2F2,18.4,29.14,222,11.7,8.7,7.1,6564,2.9981,72.3357
36ºÅ¾®,201205,S2F2-S2F2,18.4,30.14,299,12.1,9,7.6,9132,3.9113,73.2489
36ºÅ¾®,201206,S2F2-S2F2,18.4,29.19,315,11.9,8.6,7.2,9388,4.8501,74.1877
36ºÅ¾®,201207,S2F2-S2F2,18.4,30.22,307,11.8,8.6,7.2,9483,5.7984,75.136
36ºÅ¾®,201208,S2F2-S2F2,18.4,30.21,319,12,9,7.3,9851,6.7835,76.1211
36ºÅ¾®,201209,S2F2-S2F2,18.4,29.23,336,12,8.5,6.7,10058,7.7893,77.1269
36ºÅ¾®,201210,S2F2-S2F2,18.4,30.23,339,11.8,8.6,6.8,10484,8.8377,78.1753
36ºÅ¾®,201211,S2F2-S2F2,18.4,29.19,329,11.8,8.6,6.5,9815,9.8192,79.1568
36ºÅ¾®,201212,S2F2-S2F2,18.4,29.16,325,11.8,7.9,6.1,9646,10.7838,80.1214
36ºÅ¾®,201301,S2F2-S2F2,18.4,30.13,317,11.9,8,6.1,9693,0.9693,81.0907
36ºÅ¾®,201302,S2F2-S2F2,18.4,27.17,319,12,9,7.2,8831,1.8524,81.9738
36ºÅ¾®,201303,S2F2-S2F2,18.4,30.07,322,12.5,8.5,6.6,9758,2.8282,82.9496
36ºÅ¾®,201304,S2F2-S2F2,18.4,28.08,309,12.5,8.2,6.1,8759,3.7041,83.8255
36ºÅ¾®,201305,S2F2-S2F2,18.4,30.23,312,11.8,8.6,7,9663,4.6704,84.7918
36ºÅ¾®,201306,S2F2-S2F2,18.4,29.04,308,11.5,8.4,6.7,8983,5.5687,85.6901
36ºÅ¾®,201307,S2F2-S2F2,18.4,30.21,324,11.9,8.4,6.4,10006,6.5693,86.6907
36ºÅ¾®,201308,S2F2-S2F2,18.4,28.13,240,12.9,12.9,12.9,6860,7.2553,87.3767
36ºÅ¾®,201309,S2F2-S2F2,18.4,23.22,144,12,9.9,8.4,3448,7.6001,87.7215
36ºÅ¾®,201310,S2F2-S2F2,18.4,30.1,347,12.4,9.3,7.8,10552,8.6553,88.7767
36ºÅ¾®,201311,S2F2-S2F2,18.4,29.07,330,12.5,8.4,6.8,9667,9.622,89.7434
36ºÅ¾®,201312,S2F2-S2F2,18.4,30.14,247,12.4,9,7.3,7558,10.3778,90.4992
36ºÅ¾®,201401,S2F2-S2F2,18.4,30.1,362,12.6,9.1,7.3,11014,1.1014,91.6006
36ºÅ¾®,201402,S2F2-S2F2,18.4,27.23,417,12.7,9.5,7.8,11653,2.2667,92.7659
36ºÅ¾®,201403,S2F2-S2F2,18.4,30.23,365,13,10,8.2,11313,3.398,93.8972
36ºÅ¾®,201404,S2F2-S2F2,18.4,29.18,263,12.7,11.7,10.2,7824,4.1804,94.6796
36ºÅ¾®,201405,S2F2-S2F2,18.4,29.22,368,12.5,10.4,8.9,11024,5.2828,95.782
36ºÅ¾®,201406,S2F2-S2F2,18.4,29.22,376,13,10.5,9.3,11234,6.4062,96.9054
36ºÅ¾®,201407,S2F2-S2F2,18.4,30.21,365,13.1,11,9.6,11264,7.5326,98.0318
36ºÅ¾®,201408,S2F2-S2F2,18.4,30.23,367,12.9,11,9.3,11350,8.6676,99.1668
36ºÅ¾®,201409,S2F2-S2F2,18.4,29.17,374,11,11,9.2,11104,9.778,100.2772
36ºÅ¾®,201410,S2F2-S2F2,18.4,30.22,370,11,11,9.5,11425,10.9205,101.4197
36ºÅ¾®,201411,S2F2-S2F2,18.4,29.2,406,11,10.5,8.5,12115,12.132,102.6312
36ºÅ¾®,201412,S2F2-S2F2,18.4,30.18,398,10.6,9.8,7.8,12224,13.3544,103.8536
36ºÅ¾®,201501,S2F2-S2F2,18.4,25.22,394,11,11,8.8,10202,1.0202,104.8738
36ºÅ¾®,201502,S2F2-S2F2,18.4,18.01,366,11.3,8.5,6.7,6602,1.6804,105.534
36ºÅ¾®,201503,S2F2-S2F2,18.4,29,359,11.4,8.5,6.7,10422,2.7226,106.5762
36ºÅ¾®,201504,S2F2-S2F2,18.4,29.23,230,11.5,8,6.2,6899,3.4125,107.2661
36ºÅ¾®,201505,S2F2-S2F2,18.4,30.19,234,11.7,6.7,4.7,7207,4.1332,107.9868
36ºÅ¾®,201506,S2F2-S2F2,18.4,24.21,319,11.4,9.3,6.8,7928,4.926,108.7796
36ºÅ¾®,201507,S2F2-S2F2,18.4,30.2,263,11,7.4,4.6,8121,5.7381,109.5917
